Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Ghana,Takoradi,Ecobank - Takoradi Main,+233 31 202 1250,"Plot No. 34, Axim Road, Harbour Commercial Area Pmb, Takoradi, Ghana",ecobank.com,Barimaba Kwadwo Nimako,4,NAN,2014-06-30,0,https://www.google.com/maps/contrib/105322081554082097060/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Gcb Bank Atm Takoradi Harbour,Not available,"V6Jx+5Ff, Takoradi, Ghana",gcbbank.com.gh,Ishimoto Abdullah,5,Gréement chez China Harbour Engineering Company,2024-04-28,0,https://www.google.com/maps/contrib/115048798136700839445/reviews?hl=fr,,0000-00-00,Gréement,Positive,"['flexible', 'pratique']"
Ghana,Takoradi,Gcb Bank Atm Takoradi Harbour,Not available,"V6Jx+5Ff, Takoradi, Ghana",gcbbank.com.gh,Ishimoto Abdullah,5,Gréement chez China Harbour Engineering Company,2024-04-28,0,https://www.google.com/maps/contrib/115048798136700839445/reviews?hl=fr,,0000-00-00,Organisation,Negative,"['confuse', 'lente']"
Ghana,Takoradi,Gcb Bank Atm Takoradi Harbour,Not available,"V6Jx+5Ff, Takoradi, Ghana",gcbbank.com.gh,Ishimoto Abdullah,5,Gréement chez China Harbour Engineering Company,2024-04-28,0,https://www.google.com/maps/contrib/115048798136700839445/reviews?hl=fr,,0000-00-00,Communication,Neutre,[]
Ghana,Takoradi,Sahel Sahara Bank Takoradi,+233 24 291 3993,"V6Wv+3Mc Sahel Sahara Bank, Takoradi, Ghana",not available,Emmanuel Somia-Kwaw,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/103571731340386498371/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Ut Bank -Takoradi - Shippers Council,+233 31 202 7188,"Shippers Council Building, 1St Floor, Shippers Council Rd, Takoradi 12345, Ghana",not available,Abdul,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/116195376352109940090/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Stanbic Bank - Takoradi Mall Branch,+233 30 281 5789,"Takoradi Mall Ptc Roundabout, Takoradi, Ghana",stanbicbank.com.gh,James Pittman,5,Le représentant de la succursale a été très serviable et patient pour m'aider à obtenir une nouvelle carte ATM. J'ai vraiment apprécié sa courtoisie et son professionnalisme dans le défi de signer la nouvelle carte de signature.,2023-06-28,0,https://www.google.com/maps/contrib/104781847064788272786/reviews?hl=fr,,0000-00-00,Succursale,Positive,"['serviable', 'patient']"
Ghana,Takoradi,Stanbic Bank - Takoradi Mall Branch,+233 30 281 5789,"Takoradi Mall Ptc Roundabout, Takoradi, Ghana",stanbicbank.com.gh,James Pittman,5,Le représentant de la succursale a été très serviable et patient pour m'aider à obtenir une nouvelle carte ATM. J'ai vraiment apprécié sa courtoisie et son professionnalisme dans le défi de signer la nouvelle carte de signature.,2023-06-28,0,https://www.google.com/maps/contrib/104781847064788272786/reviews?hl=fr,,0000-00-00,Service client,Positive,"['courtoisie', 'professionnalisme']"
Ghana,Takoradi,Bestpoint Savings And Loans Takoradi,+233 56 110 0694,"V6Wq+V82, Market Cir, Takoradi, Ghana",bestpointgh.com,Michael Kwenor,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/117023097838632902618/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Ut Bank -Takoradi Liberation Rd,+233 31 202 8228,"Liberation Road, Former Farrouk Building, Takoradi 12345, Ghana",not available,Otis Kodwo Brogya,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/108920297466026359376/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Fidelity Bank Ghana Ltd - Takoradi Market Circle Visa Atm,+233 30 221 4490,"V6Wr+Xf2, Market Cir, Takoradi, Ghana",fidelitybank.com.gh,Nab Scosco,1,NAN,2022-06-28,0,https://www.google.com/maps/contrib/100284584534308407494/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Ghana,Takoradi,Guaranty Trust Bank,+233 50 708 7369,"V6Wr+Jxh, Takoradi, Ghana",not available,Amewode Honesty,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/115534215792219906409/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Uba Ghana - Takoradi Branch Atm,+233 31 202 6330,"John Sarbah Road, No. 52/1 John Sarbah Road, Takoradi 12345, Ghana",ubagroup.com,Nii Dottey,5,Facile à localiser et j'ai récupéré mon argent,2023-08-02,1,https://www.google.com/maps/contrib/102940816511601294988/reviews?hl=fr,,0000-00-00,Facile à localiser,Positive,['rapide']
Ghana,Takoradi,Uba Ghana - Takoradi Branch Atm,+233 31 202 6330,"John Sarbah Road, No. 52/1 John Sarbah Road, Takoradi 12345, Ghana",ubagroup.com,Nii Dottey,5,Facile à localiser et j'ai récupéré mon argent,2023-08-02,1,https://www.google.com/maps/contrib/102940816511601294988/reviews?hl=fr,,0000-00-00,Récupéré mon argent,Positive,['simple']
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev'T Corp, Takoradi 12345, Ghana",not available,Sena Amuzu,5,NAN,2015-06-30,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev'T Corp, Takoradi 12345, Ghana",not available,Sena Amuzu,5,NAN,2015-06-30,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev'T Corp, Takoradi 12345, Ghana",not available,Sena Amuzu,5,NAN,2015-06-30,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Fiaseman Rural Bank Limited,+233 31 229 1031,"V6Qm+R6W, Takoradi, Kokompe, Ghana",not available,Nana Entee,3,NAN,2022-06-28,0,https://www.google.com/maps/contrib/111253394568450560183/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Lower Pra Rural Bank,+233 55 415 9766,"V6Qm+C2F, Kokompe, Ghana",not available,Nutifafa Zanu,2,NAN,2016-06-29,0,https://www.google.com/maps/contrib/101608967254108799262/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Ghana,Wa,Societe Generale Ghana-Wa Branch,+233 30 266 3907,"3F6W+Q24, Wa - Mase Rd, Wa, Ghana",not available,Sixtus Bayaa,4,NAN,2024-04-28,0,https://www.google.com/maps/contrib/111127509567544358257/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Wa,Stanbic Bank - Wa Branch,+233 30 281 5789,"Wa Opposite Sg-Ssb Wa High Street, Wa, Ghana",stanbicbank.com.gh,Jonas Dery,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/105656964182171543238/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Axim,Gcb Bank,+233 30 396 0895,"3 Axim Rd, Axim, Ghana",gcbbank.com.gh,Sharon Yeboah,3,NAN,2014-06-30,0,https://www.google.com/maps/contrib/109103749134028960163/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Tema,"Consolidated Bank Ghana, Tema Branch",+233 30 221 6000,"Jxpw+Vf5, Tema, Ghana",not available,Fred Tagoe,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/113349416699775071833/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Atebubu,Agricultural Development Bank,Not available,"Q237+G7R, Atebubu, Ghana",not available,Frank Ofori-Kumah,4,NAN,2018-06-29,0,https://www.google.com/maps/contrib/112607585203224879621/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Berekum,Fidelity Bank - Berekum,+233 57 799 9737,"Plot No. 11, Fc28+46X Block ""B"" Sector 2 Dominase, Berekum, Ghana",fidelitybank.com.gh,Edina Adjei,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/111793535434411396001/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Koforidua,Ghana Commercial Bank - Koforidua Branch,+233 34 202 4431,"Linda Dor Plaza Opposite Barclays Bank, Ghana",not available,Francis Annan,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/112625038209452484913/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
